ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesOrderNumber;ProductCost;SalesPrice
321;20220107;20220119;20220114;25958;SO46754;486,7066;782,99
343;20220107;20220119;20220114;26023;SO46755;486,7066;782,99
383;20220107;20220119;20220114;13993;SO46756;605,6492;1000,4375
354;20220108;20220120;20220115;26174;SO46757;1117,8559;2071,4196
387;20220108;20220120;20220115;18130;SO46758;605,6492;1000,4375
373;20220108;20220120;20220115;16033;SO46759;1320,6838;2181,5625
387;20220108;20220120;20220115;13986;SO46760;605,6492;1000,4375
325;20220108;20220120;20220115;19924;SO46761;486,7066;782,99
368;20220108;20220120;20220115;13063;SO46762;1518,7864;2443,35
375;20220108;20220120;20220115;13202;SO46763;1320,6838;2181,5625
360;20220108;20220120;20220115;26238;SO46764;1105,81;2049,0982
333;20220108;20220120;20220115;15191;SO46765;486,7066;782,99
369;20220108;20220120;20220115;21216;SO46766;1518,7864;2443,35
362;20220108;20220120;20220115;12573;SO46767;1105,81;2049,0982
339;20220108;20220120;20220115;26020;SO46768;486,7066;782,99
377;20220109;20220121;20220116;15702;SO46769;1320,6838;2181,5625
370;20220109;20220121;20220116;15357;SO46770;1518,7864;2443,35
377;20220109;20220121;20220116;13068;SO46771;1320,6838;2181,5625
375;20220109;20220121;20220116;13161;SO46772;1320,6838;2181,5625
371;20220109;20220121;20220116;13173;SO46773;1320,6838;2181,5625
375;20220109;20220121;20220116;13225;SO46774;1320,6838;2181,5625
352;20220109;20220121;20220116;26249;SO46775;1117,8559;2071,4196
360;20220109;20220121;20220116;12356;SO46776;1105,81;2049,0982
356;20220110;20220122;20220117;11568;SO46777;1117,8559;2071,4196
352;20220110;20220122;20220117;11610;SO46778;1117,8559;2071,4196
377;20220110;20220122;20220117;15929;SO46779;1320,6838;2181,5625
379;20220110;20220122;20220117;12942;SO46780;1320,6838;2181,5625
379;20220110;20220122;20220117;12949;SO46781;1320,6838;2181,5625
371;20220110;20220122;20220117;12975;SO46782;1320,6838;2181,5625
337;20220110;20220122;20220117;19069;SO46783;486,7066;782,99
375;20220110;20220122;20220117;13178;SO46784;1320,6838;2181,5625
373;20220110;20220122;20220117;13190;SO46785;1320,6838;2181,5625
354;20220110;20220122;20220117;26201;SO46786;1117,8559;2071,4196
333;20220110;20220122;20220117;15195;SO46787;486,7066;782,99
358;20220110;20220122;20220117;12342;SO46788;1105,81;2049,0982
358;20220111;20220123;20220118;28506;SO46789;1105,81;2049,0982
379;20220111;20220123;20220118;12930;SO46790;1320,6838;2181,5625
369;20220111;20220123;20220118;13016;SO46791;1518,7864;2443,35
373;20220111;20220123;20220118;13083;SO46792;1320,6838;2181,5625
375;20220111;20220123;20220118;13214;SO46793;1320,6838;2181,5625
373;20220111;20220123;20220118;24977;SO46794;1320,6838;2181,5625
362;20220111;20220123;20220118;26234;SO46795;1105,81;2049,0982
360;20220111;20220123;20220118;26247;SO46796;1105,81;2049,0982
371;20220111;20220123;20220118;21197;SO46797;1320,6838;2181,5625
368;20220111;20220123;20220118;21201;SO46798;1518,7864;2443,35
371;20220112;20220124;20220119;13662;SO46799;1320,6838;2181,5625
370;20220112;20220124;20220119;13019;SO46800;1518,7864;2443,35
368;20220112;20220124;20220119;25094;SO46801;1518,7864;2443,35
337;20220112;20220124;20220119;15188;SO46802;486,7066;782,99
379;20220113;20220125;20220120;13595;SO46803;1320,6838;2181,5625
323;20220113;20220125;20220120;19052;SO46804;486,7066;782,99
373;20220113;20220125;20220120;13055;SO46805;1320,6838;2181,5625
370;20220113;20220125;20220120;21195;SO46806;1518,7864;2443,35
354;20220113;20220125;20220120;12339;SO46807;1117,8559;2071,4196
360;20220113;20220125;20220120;12347;SO46808;1105,81;2049,0982
371;20220114;20220126;20220121;13766;SO46809;1320,6838;2181,5625
370;20220114;20220126;20220121;15622;SO46810;1518,7864;2443,35
369;20220114;20220126;20220121;12941;SO46811;1518,7864;2443,35
371;20220114;20220126;20220121;13069;SO46812;1320,6838;2181,5625
379;20220114;20220126;20220121;13152;SO46813;1320,6838;2181,5625
371;20220114;20220126;20220121;13165;SO46814;1320,6838;2181,5625
375;20220114;20220126;20220121;25093;SO46815;1320,6838;2181,5625
370;20220114;20220126;20220121;13230;SO46816;1518,7864;2443,35
356;20220114;20220126;20220121;26121;SO46817;1117,8559;2071,4196
369;20220114;20220126;20220121;21211;SO46818;1518,7864;2443,35
368;20220114;20220126;20220121;21001;SO46819;1518,7864;2443,35
352;20220115;20220127;20220122;28510;SO46820;1117,8559;2071,4196
377;20220115;20220127;20220122;24824;SO46821;1320,6838;2181,5625
325;20220115;20220127;20220122;15155;SO46822;486,7066;782,99
323;20220115;20220127;20220122;15193;SO46823;486,7066;782,99
385;20220115;20220127;20220122;24608;SO46824;605,6492;1000,4375
354;20220115;20220127;20220122;12574;SO46825;1117,8559;2071,4196
360;20220115;20220127;20220122;12575;SO46826;1105,81;2049,0982
373;20220116;20220128;20220123;13799;SO46827;1320,6838;2181,5625
385;20220116;20220128;20220123;13990;SO46828;605,6492;1000,4375
369;20220116;20220128;20220123;24786;SO46829;1518,7864;2443,35
337;20220116;20220128;20220123;19910;SO46830;486,7066;782,99
369;20220116;20220128;20220123;13066;SO46831;1518,7864;2443,35
352;20220116;20220128;20220123;20188;SO46832;1117,8559;2071,4196
354;20220116;20220128;20220123;12360;SO46833;1117,8559;2071,4196
379;20220116;20220128;20220123;12923;SO46834;1320,6838;2181,5625
371;20220117;20220129;20220124;13768;SO46835;1320,6838;2181,5625
377;20220117;20220129;20220124;13769;SO46836;1320,6838;2181,5625
381;20220117;20220129;20220124;14003;SO46837;605,6492;1000,4375
375;20220117;20220129;20220124;12922;SO46838;1320,6838;2181,5625
375;20220117;20220129;20220124;24817;SO46839;1320,6838;2181,5625
369;20220117;20220129;20220124;13058;SO46840;1518,7864;2443,35
371;20220117;20220129;20220124;13174;SO46841;1320,6838;2181,5625
321;20220117;20220129;20220124;15166;SO46842;486,7066;782,99
375;20220117;20220129;20220124;21168;SO46843;1320,6838;2181,5625
358;20220117;20220129;20220124;12343;SO46844;1105,81;2049,0982
358;20220118;20220130;20220125;11603;SO46845;1105,81;2049,0982
373;20220118;20220130;20220125;13575;SO46846;1320,6838;2181,5625
371;20220118;20220130;20220125;13793;SO46847;1320,6838;2181,5625
371;20220118;20220130;20220125;16201;SO46848;1320,6838;2181,5625
370;20220118;20220130;20220125;24960;SO46849;1518,7864;2443,35
370;20220118;20220130;20220125;13221;SO46850;1518,7864;2443,35
360;20220118;20220130;20220125;20209;SO46851;1105,81;2049,0982
333;20220118;20220130;20220125;15194;SO46852;486,7066;782,99
368;20220118;20220130;20220125;21192;SO46853;1518,7864;2443,35
375;20220118;20220130;20220125;20997;SO46854;1320,6838;2181,5625
379;20220119;20220131;20220126;15117;SO46855;1320,6838;2181,5625
370;20220119;20220131;20220126;12935;SO46856;1518,7864;2443,35
371;20220119;20220131;20220126;13064;SO46857;1320,6838;2181,5625
370;20220119;20220131;20220126;13067;SO46858;1518,7864;2443,35
370;20220119;20220131;20220126;13205;SO46859;1518,7864;2443,35
371;20220119;20220131;20220126;21180;SO46860;1320,6838;2181,5625
377;20220119;20220131;20220126;21214;SO46861;1320,6838;2181,5625
362;20220120;20220201;20220127;11550;SO46862;1105,81;2049,0982
362;20220120;20220201;20220127;11575;SO46863;1105,81;2049,0982
373;20220120;20220201;20220127;16045;SO46864;1320,6838;2181,5625
375;20220120;20220201;20220127;15456;SO46865;1320,6838;2181,5625
369;20220120;20220201;20220127;12981;SO46866;1518,7864;2443,35
377;20220120;20220201;20220127;13029;SO46867;1320,6838;2181,5625
369;20220120;20220201;20220127;13189;SO46868;1518,7864;2443,35
379;20220121;20220202;20220128;13577;SO46869;1320,6838;2181,5625
368;20220121;20220202;20220128;13605;SO46870;1518,7864;2443,35
370;20220121;20220202;20220128;13800;SO46871;1518,7864;2443,35
385;20220121;20220202;20220128;19186;SO46872;605,6492;1000,4375
377;20220121;20220202;20220128;21167;SO46873;1320,6838;2181,5625
381;20220121;20220202;20220128;24606;SO46874;605,6492;1000,4375
362;20220122;20220203;20220129;11470;SO46875;1105,81;2049,0982
375;20220122;20220203;20220129;15084;SO46876;1320,6838;2181,5625
370;20220122;20220203;20220129;12926;SO46877;1518,7864;2443,35
369;20220122;20220203;20220129;25061;SO46878;1518,7864;2443,35
379;20220122;20220203;20220129;13224;SO46879;1320,6838;2181,5625
335;20220122;20220203;20220129;15167;SO46880;486,7066;782,99
354;20220122;20220203;20220129;12572;SO46881;1117,8559;2071,4196
343;20220122;20220203;20220129;25960;SO46882;486,7066;782,99
352;20220122;20220203;20220129;26241;SO46883;1117,8559;2071,4196
368;20220123;20220204;20220130;13565;SO46884;1518,7864;2443,35
373;20220123;20220204;20220130;15933;SO46885;1320,6838;2181,5625
377;20220123;20220204;20220130;28669;SO46886;1320,6838;2181,5625
362;20220123;20220204;20220130;12340;SO46887;1105,81;2049,0982
325;20220123;20220204;20220130;26021;SO46888;486,7066;782,99
383;20220124;20220205;20220131;19173;SO46889;605,6492;1000,4375
368;20220124;20220205;20220131;12921;SO46890;1518,7864;2443,35
325;20220124;20220205;20220131;20592;SO46891;486,7066;782,99
370;20220124;20220205;20220131;13086;SO46892;1518,7864;2443,35
369;20220124;20220205;20220131;28659;SO46893;1518,7864;2443,35
356;20220124;20220205;20220131;26120;SO46894;1117,8559;2071,4196
354;20220124;20220205;20220131;26183;SO46895;1117,8559;2071,4196
333;20220124;20220205;20220131;15189;SO46896;486,7066;782,99
368;20220124;20220205;20220131;21179;SO46897;1518,7864;2443,35
369;20220124;20220205;20220131;21205;SO46898;1518,7864;2443,35
381;20220125;20220206;20220201;13999;SO46899;605,6492;1000,4375
375;20220125;20220206;20220201;21194;SO46900;1320,6838;2181,5625
375;20220125;20220206;20220201;21203;SO46901;1320,6838;2181,5625
375;20220125;20220206;20220201;21000;SO46902;1320,6838;2181,5625
354;20220125;20220206;20220201;12353;SO46903;1117,8559;2071,4196
387;20220126;20220207;20220202;17080;SO46904;605,6492;1000,4375
375;20220126;20220207;20220202;16053;SO46905;1320,6838;2181,5625
368;20220126;20220207;20220202;12950;SO46906;1518,7864;2443,35
368;20220126;20220207;20220202;13087;SO46907;1518,7864;2443,35
370;20220126;20220207;20220202;21189;SO46908;1518,7864;2443,35
379;20220126;20220207;20220202;20998;SO46909;1320,6838;2181,5625
331;20220127;20220208;20220203;20710;SO46910;486,7066;782,99
377;20220127;20220208;20220203;24832;SO46911;1320,6838;2181,5625
377;20220127;20220208;20220203;13177;SO46912;1320,6838;2181,5625
375;20220127;20220208;20220203;13212;SO46913;1320,6838;2181,5625
356;20220127;20220208;20220203;26245;SO46914;1117,8559;2071,4196
362;20220127;20220208;20220203;26276;SO46915;1105,81;2049,0982
329;20220127;20220208;20220203;15196;SO46916;486,7066;782,99
371;20220127;20220208;20220203;21202;SO46917;1320,6838;2181,5625
343;20220127;20220208;20220203;26022;SO46918;486,7066;782,99
362;20220127;20220208;20220203;11481;SO46919;1105,81;2049,0982
362;20220128;20220209;20220204;11609;SO46920;1105,81;2049,0982
371;20220128;20220209;20220204;15454;SO46921;1320,6838;2181,5625
368;20220128;20220209;20220204;13088;SO46922;1518,7864;2443,35
369;20220128;20220209;20220204;13176;SO46923;1518,7864;2443,35
375;20220128;20220209;20220204;13203;SO46924;1320,6838;2181,5625
373;20220128;20220209;20220204;21165;SO46925;1320,6838;2181,5625
377;20220128;20220209;20220204;21169;SO46926;1320,6838;2181,5625
362;20220128;20220209;20220204;12348;SO46927;1105,81;2049,0982
356;20220128;20220209;20220204;12358;SO46928;1117,8559;2071,4196
370;20220129;20220210;20220205;13246;SO47068;1518,7864;2443,35
383;20220129;20220210;20220205;14017;SO47069;605,6492;1000,4375
387;20220129;20220210;20220205;14025;SO47070;605,6492;1000,4375
369;20220129;20220210;20220205;15667;SO47071;1518,7864;2443,35
341;20220129;20220210;20220205;20062;SO47072;486,7066;782,99
369;20220129;20220210;20220205;25287;SO47073;1518,7864;2443,35
362;20220129;20220210;20220205;26293;SO47074;1105,81;2049,0982
360;20220129;20220210;20220205;12685;SO47075;1105,81;2049,0982
362;20220129;20220210;20220205;12588;SO47076;1105,81;2049,0982
369;20220130;20220211;20220206;16329;SO47077;1518,7864;2443,35
375;20220130;20220211;20220206;13248;SO47078;1320,6838;2181,5625
375;20220130;20220211;20220206;13359;SO47079;1320,6838;2181,5625
360;20220130;20220211;20220206;26302;SO47080;1105,81;2049,0982
341;20220130;20220211;20220206;15203;SO47081;486,7066;782,99
323;20220130;20220211;20220206;15254;SO47082;486,7066;782,99
329;20220130;20220211;20220206;15288;SO47083;486,7066;782,99
370;20220130;20220211;20220206;21561;SO47084;1518,7864;2443,35
379;20220131;20220212;20220207;16311;SO47085;1320,6838;2181,5625
373;20220131;20220212;20220207;13378;SO47086;1320,6838;2181,5625
377;20220131;20220212;20220207;13383;SO47087;1320,6838;2181,5625
369;20220131;20220212;20220207;13274;SO47088;1518,7864;2443,35
341;20220131;20220212;20220207;15284;SO47089;486,7066;782,99
377;20220131;20220212;20220207;21394;SO47090;1320,6838;2181,5625
354;20220201;20220213;20220208;28532;SO47091;1117,8559;2071,4196
369;20220201;20220213;20220208;28802;SO47092;1518,7864;2443,35
369;20220201;20220213;20220208;13380;SO47093;1518,7864;2443,35
377;20220201;20220213;20220208;15664;SO47094;1320,6838;2181,5625
370;20220201;20220213;20220208;25095;SO47095;1518,7864;2443,35
354;20220201;20220213;20220208;26283;SO47096;1117,8559;2071,4196
370;20220201;20220213;20220208;21257;SO47097;1518,7864;2443,35
360;20220201;20220213;20220208;12667;SO47098;1105,81;2049,0982
325;20220201;20220213;20220208;26134;SO47099;486,7066;782,99
360;20220202;20220214;20220209;11612;SO47100;1105,81;2049,0982
371;20220202;20220214;20220209;16260;SO47101;1320,6838;2181,5625
370;20220202;20220214;20220209;13424;SO47102;1518,7864;2443,35
368;20220202;20220214;20220209;13369;SO47103;1518,7864;2443,35
379;20220202;20220214;20220209;13279;SO47104;1320,6838;2181,5625
371;20220202;20220214;20220209;13319;SO47105;1320,6838;2181,5625
369;20220202;20220214;20220209;25361;SO47106;1518,7864;2443,35
352;20220203;20220215;20220210;11616;SO47107;1117,8559;2071,4196
369;20220203;20220215;20220210;13839;SO47108;1518,7864;2443,35
375;20220203;20220215;20220210;28819;SO47109;1320,6838;2181,5625
370;20220203;20220215;20220210;28850;SO47110;1518,7864;2443,35
369;20220203;20220215;20220210;25100;SO47111;1518,7864;2443,35
356;20220203;20220215;20220210;20318;SO47112;1117,8559;2071,4196
343;20220203;20220215;20220210;15255;SO47113;486,7066;782,99
373;20220203;20220215;20220210;21387;SO47114;1320,6838;2181,5625
370;20220203;20220215;20220210;21393;SO47115;1518,7864;2443,35
387;20220203;20220215;20220210;24611;SO47116;605,6492;1000,4375
354;20220203;20220215;20220210;12586;SO47117;1117,8559;2071,4196
362;20220203;20220215;20220210;28541;SO47118;1105,81;2049,0982
368;20220204;20220216;20220211;16275;SO47119;1518,7864;2443,35
381;20220204;20220216;20220211;14006;SO47120;605,6492;1000,4375
375;20220204;20220216;20220211;28832;SO47121;1320,6838;2181,5625
371;20220204;20220216;20220211;13362;SO47122;1320,6838;2181,5625
371;20220204;20220216;20220211;25408;SO47123;1320,6838;2181,5625
371;20220204;20220216;20220211;13384;SO47124;1320,6838;2181,5625
375;20220204;20220216;20220211;13325;SO47125;1320,6838;2181,5625
371;20220204;20220216;20220211;13326;SO47126;1320,6838;2181,5625
371;20220204;20220216;20220211;21258;SO47127;1320,6838;2181,5625
368;20220204;20220216;20220211;21556;SO47128;1518,7864;2443,35
352;20220204;20220216;20220211;12677;SO47129;1117,8559;2071,4196
375;20220205;20220217;20220212;16406;SO47130;1320,6838;2181,5625
371;20220205;20220217;20220212;13243;SO47131;1320,6838;2181,5625
375;20220205;20220217;20220212;13283;SO47132;1320,6838;2181,5625
379;20220205;20220217;20220212;13357;SO47133;1320,6838;2181,5625
354;20220205;20220217;20220212;26296;SO47134;1117,8559;2071,4196
343;20220205;20220217;20220212;27027;SO47135;486,7066;782,99
379;20220205;20220217;20220212;21389;SO47136;1320,6838;2181,5625
371;20220205;20220217;20220212;13348;SO47137;1320,6838;2181,5625
379;20220206;20220218;20220213;16308;SO47138;1320,6838;2181,5625
375;20220206;20220218;20220213;13238;SO47139;1320,6838;2181,5625
356;20220206;20220218;20220213;26290;SO47140;1117,8559;2071,4196
371;20220206;20220218;20220213;21225;SO47141;1320,6838;2181,5625
369;20220206;20220218;20220213;21230;SO47142;1518,7864;2443,35
362;20220206;20220218;20220213;12684;SO47143;1105,81;2049,0982
343;20220206;20220218;20220213;26033;SO47144;486,7066;782,99
339;20220206;20220218;20220213;26131;SO47145;486,7066;782,99
389;20220207;20220219;20220214;18133;SO47146;605,6492;1000,4375
375;20220207;20220219;20220214;13324;SO47147;1320,6838;2181,5625
377;20220207;20220219;20220214;21259;SO47148;1320,6838;2181,5625
360;20220207;20220219;20220214;12669;SO47149;1105,81;2049,0982
370;20220208;20220220;20220215;15625;SO47150;1518,7864;2443,35
370;20220208;20220220;20220215;25363;SO47151;1518,7864;2443,35
360;20220208;20220220;20220215;28547;SO47152;1105,81;2049,0982
321;20220208;20220220;20220215;26024;SO47153;486,7066;782,99
335;20220208;20220220;20220215;26133;SO47154;486,7066;782,99
370;20220209;20220221;20220216;13801;SO47155;1518,7864;2443,35
373;20220209;20220221;20220216;28837;SO47156;1320,6838;2181,5625
369;20220209;20220221;20220216;25864;SO47157;1518,7864;2443,35
360;20220209;20220221;20220216;26280;SO47158;1105,81;2049,0982
362;20220209;20220221;20220216;26300;SO47159;1105,81;2049,0982
369;20220209;20220221;20220216;21403;SO47160;1518,7864;2443,35
375;20220209;20220221;20220216;21408;SO47161;1320,6838;2181,5625
371;20220209;20220221;20220216;21418;SO47162;1320,6838;2181,5625
362;20220209;20220221;20220216;12671;SO47163;1105,81;2049,0982
360;20220210;20220222;20220217;12123;SO47164;1105,81;2049,0982
370;20220210;20220222;20220217;15649;SO47165;1518,7864;2443,35
368;20220210;20220222;20220217;15656;SO47166;1518,7864;2443,35
375;20220210;20220222;20220217;13419;SO47167;1320,6838;2181,5625
377;20220210;20220222;20220217;13286;SO47168;1320,6838;2181,5625
352;20220210;20220222;20220217;26281;SO47169;1117,8559;2071,4196
377;20220210;20220222;20220217;21228;SO47170;1320,6838;2181,5625
373;20220210;20220222;20220217;21552;SO47171;1320,6838;2181,5625
352;20220210;20220222;20220217;12668;SO47172;1117,8559;2071,4196
356;20220210;20220222;20220217;12675;SO47173;1117,8559;2071,4196
354;20220210;20220222;20220217;12584;SO47174;1117,8559;2071,4196
368;20220210;20220222;20220217;13812;SO47175;1518,7864;2443,35
358;20220211;20220223;20220218;11492;SO47176;1105,81;2049,0982
381;20220211;20220223;20220218;14022;SO47177;605,6492;1000,4375
383;20220211;20220223;20220218;14026;SO47178;605,6492;1000,4375
377;20220211;20220223;20220218;28848;SO47179;1320,6838;2181,5625
370;20220211;20220223;20220218;13287;SO47180;1518,7864;2443,35
368;20220211;20220223;20220218;13329;SO47181;1518,7864;2443,35
354;20220211;20220223;20220218;26298;SO47182;1117,8559;2071,4196
335;20220211;20220223;20220218;15200;SO47183;486,7066;782,99
379;20220211;20220223;20220218;21380;SO47184;1320,6838;2181,5625
356;20220211;20220223;20220218;12133;SO47185;1117,8559;2071,4196
371;20220212;20220224;20220219;13806;SO47186;1320,6838;2181,5625
385;20220212;20220224;20220219;18134;SO47187;605,6492;1000,4375
389;20220212;20220224;20220219;19253;SO47188;605,6492;1000,4375
373;20220212;20220224;20220219;28818;SO47189;1320,6838;2181,5625
369;20220212;20220224;20220219;25892;SO47190;1518,7864;2443,35
379;20220212;20220224;20220219;13382;SO47191;1320,6838;2181,5625
371;20220212;20220224;20220219;16328;SO47192;1320,6838;2181,5625
329;20220212;20220224;20220219;20162;SO47193;486,7066;782,99
377;20220212;20220224;20220219;13269;SO47194;1320,6838;2181,5625
371;20220212;20220224;20220219;13355;SO47195;1320,6838;2181,5625
362;20220212;20220224;20220219;26286;SO47196;1105,81;2049,0982
377;20220212;20220224;20220219;21218;SO47197;1320,6838;2181,5625
370;20220213;20220225;20220220;14169;SO47198;1518,7864;2443,35
323;20220213;20220225;20220220;20051;SO47199;486,7066;782,99
373;20220213;20220225;20220220;13247;SO47200;1320,6838;2181,5625
356;20220213;20220225;20220220;26277;SO47201;1117,8559;2071,4196
356;20220213;20220225;20220220;26285;SO47202;1117,8559;2071,4196
370;20220214;20220226;20220221;25883;SO47203;1518,7864;2443,35
377;20220214;20220226;20220221;25371;SO47204;1320,6838;2181,5625
352;20220214;20220226;20220221;26301;SO47205;1117,8559;2071,4196
333;20220214;20220226;20220221;15256;SO47206;486,7066;782,99
337;20220214;20220226;20220221;27043;SO47207;486,7066;782,99
369;20220214;20220226;20220221;21359;SO47208;1518,7864;2443,35
370;20220214;20220226;20220221;21379;SO47209;1518,7864;2443,35
389;20220214;20220226;20220221;24609;SO47210;605,6492;1000,4375
362;20220214;20220226;20220221;12578;SO47211;1105,81;2049,0982
360;20220214;20220226;20220221;12580;SO47212;1105,81;2049,0982
377;20220215;20220227;20220222;16287;SO47213;1320,6838;2181,5625
389;20220215;20220227;20220222;19195;SO47214;605,6492;1000,4375
368;20220215;20220227;20220222;28836;SO47215;1518,7864;2443,35
360;20220215;20220227;20220222;26299;SO47216;1105,81;2049,0982
375;20220215;20220227;20220222;21222;SO47217;1320,6838;2181,5625
369;20220215;20220227;20220222;21361;SO47218;1518,7864;2443,35
362;20220215;20220227;20220222;12577;SO47219;1105,81;2049,0982
358;20220215;20220227;20220222;12579;SO47220;1105,81;2049,0982
370;20220216;20220228;20220223;13823;SO47221;1518,7864;2443,35
381;20220216;20220228;20220223;26316;SO47222;605,6492;1000,4375
370;20220216;20220228;20220223;25875;SO47223;1518,7864;2443,35
369;20220216;20220228;20220223;15659;SO47224;1518,7864;2443,35
375;20220216;20220228;20220223;13277;SO47225;1320,6838;2181,5625
368;20220216;20220228;20220223;13314;SO47226;1518,7864;2443,35
375;20220216;20220228;20220223;25288;SO47227;1320,6838;2181,5625
375;20220216;20220228;20220223;13237;SO47228;1320,6838;2181,5625
358;20220216;20220228;20220223;26295;SO47229;1105,81;2049,0982
371;20220216;20220228;20220223;21256;SO47230;1320,6838;2181,5625
362;20220216;20220228;20220223;11564;SO47231;1105,81;2049,0982
373;20220217;20220228;20220224;15627;SO47232;1320,6838;2181,5625
379;20220217;20220228;20220224;16250;SO47233;1320,6838;2181,5625
389;20220217;20220228;20220224;19260;SO47234;605,6492;1000,4375
375;20220217;20220228;20220224;16317;SO47235;1320,6838;2181,5625
385;20220217;20220228;20220224;14023;SO47236;605,6492;1000,4375
368;20220217;20220228;20220224;28834;SO47237;1518,7864;2443,35
370;20220217;20220228;20220224;16405;SO47238;1518,7864;2443,35
371;20220217;20220228;20220224;21384;SO47239;1320,6838;2181,5625
381;20220217;20220228;20220224;24612;SO47240;605,6492;1000,4375
368;20220217;20220228;20220224;21559;SO47241;1518,7864;2443,35
362;20220217;20220228;20220224;28540;SO47242;1105,81;2049,0982
339;20220217;20220228;20220224;20712;SO47243;486,7066;782,99
385;20220218;20220301;20220225;19193;SO47244;605,6492;1000,4375
375;20220218;20220301;20220225;16420;SO47245;1320,6838;2181,5625
343;20220218;20220301;20220225;20713;SO47246;486,7066;782,99
371;20220218;20220301;20220225;13292;SO47247;1320,6838;2181,5625
375;20220218;20220301;20220225;13340;SO47248;1320,6838;2181,5625
377;20220218;20220301;20220225;13346;SO47249;1320,6838;2181,5625
379;20220218;20220301;20220225;21217;SO47250;1320,6838;2181,5625
377;20220218;20220301;20220225;21226;SO47251;1320,6838;2181,5625
352;20220218;20220301;20220225;12676;SO47252;1117,8559;2071,4196
356;20220218;20220301;20220225;12683;SO47253;1117,8559;2071,4196
333;20220219;20220302;20220226;15276;SO47254;486,7066;782,99
358;20220219;20220302;20220226;11561;SO47255;1105,81;2049,0982
